"serial_num","gearcode","gearqty","gearsize","lat_degree","lat_minute","lat_second","lon_degree","lon_minute","lon_second","ntows","species_id","port_landed","DATE.SAIL","DATE.LAND","PERMIT","LAT","LON","GEAR","AREA","VTR","SPECIES","HAULSTART","HAULEND","KEPT","DISCARDED","VESSEL"
1198521905070000,"GNS",20,300,41,1,1,-71,0,1,1,"DGSP","",2019-05-06 20:50:00,2019-05-08 07:32:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050700","SPINY DOGFISH",2020-05-07 19:05:47,2020-05-07 19:07:08,NA,15,"V12"
1198521905070000,"GNS",20,300,41,1,1,-71,0,1,1,"MONK","CHATHAM",2019-05-06 20:50:00,2019-05-08 07:32:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050700","GOOSEFISH",2020-05-07 19:05:47,2020-05-07 19:07:08,10200,150,"V12"
1198521905070000,"GNS",20,300,41,1,1,-71,0,1,1,"SHPB","",2019-05-06 20:50:00,2019-05-08 07:32:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050700","PORBEAGLE",2020-05-07 19:05:47,2020-05-07 19:07:08,NA,80,"V12"
1198521905070000,"GNS",20,300,41,1,1,-71,0,1,1,"FLUKE","",2019-05-06 20:50:00,2019-05-08 07:32:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050700","SUMMER FLOUNDER",2020-05-07 19:05:47,2020-05-07 19:07:08,NA,75,"V12"
1198521905070000,"GNS",20,300,41,1,1,-71,0,1,1,"TILEG","CHATHAM",2019-05-06 20:50:00,2019-05-08 07:32:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050700","GOLDEN TILEFISH",2020-05-07 19:05:47,2020-05-07 19:07:08,55,NA,"V12"
1198521905070000,"GNS",20,300,41,1,1,-71,0,1,1,"SKBARN","",2019-05-06 20:50:00,2019-05-08 07:32:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050700","BARNDOOR SKATE",2020-05-07 19:05:47,2020-05-07 19:07:08,NA,135,"V12"
1198521905070000,"GNS",20,300,41,1,1,-71,0,1,1,"SKWINW","CHATHAM",2019-05-06 20:50:00,2019-05-08 07:32:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050700","WINTER SKATE",2020-05-07 19:05:47,2020-05-07 19:07:08,755,NA,"V12"
1198521905070000,"GNS",20,300,41,1,1,-71,0,1,1,"SKBARNW","CHATHAM",2019-05-06 20:50:00,2019-05-08 07:32:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050700","BARNDOOR SKATE",2020-05-07 19:05:47,2020-05-07 19:07:08,475,NA,"V12"
1198521905082300,"GNS",20,300,41,1,1,-71,0,1,1,"DGSP","",2019-05-08 19:37:00,2019-05-10 10:43:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050823","SPINY DOGFISH",2020-05-09 19:05:32,2020-05-09 19:06:43,NA,10,"V12"
1198521905082300,"GNS",20,300,41,1,1,-71,0,1,1,"MONK","CHATHAM",2019-05-08 19:37:00,2019-05-10 10:43:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050823","GOOSEFISH",2020-05-09 19:05:32,2020-05-09 19:06:43,7100,45,"V12"
1198521905082300,"GNS",20,300,41,1,1,-71,0,1,1,"FLUKE","",2019-05-08 19:37:00,2019-05-10 10:43:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050823","SUMMER FLOUNDER",2020-05-09 19:05:32,2020-05-09 19:06:43,NA,150,"V12"
1198521905082300,"GNS",20,300,41,1,1,-71,0,1,1,"SKWIN","",2019-05-08 19:37:00,2019-05-10 10:43:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050823","WINTER SKATE",2020-05-09 19:05:32,2020-05-09 19:06:43,NA,10,"V12"
1198521905082300,"GNS",20,300,41,1,1,-71,0,1,1,"SKBARN","",2019-05-08 19:37:00,2019-05-10 10:43:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050823","BARNDOOR SKATE",2020-05-09 19:05:32,2020-05-09 19:06:43,NA,20,"V12"
1198521905082300,"GNS",20,300,41,1,1,-71,0,1,1,"SKWINW","CHATHAM",2019-05-08 19:37:00,2019-05-10 10:43:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050823","WINTER SKATE",2020-05-09 19:05:32,2020-05-09 19:06:43,245,NA,"V12"
1198521905082300,"GNS",20,300,41,1,1,-71,0,1,1,"SKBARNW","CHATHAM",2019-05-08 19:37:00,2019-05-10 10:43:00,"119852",41.0169444444444,-71.0002777777778,"GILLNET",537,"11985219050823","BARNDOOR SKATE",2020-05-09 19:05:32,2020-05-09 19:06:43,300,NA,"V12"
1198521905160200,"GNS",20,300,41,0,1,-71,8,1,1,"CRJ","",2019-05-15 22:46:00,2019-05-17 15:59:00,"119852",41.0002777777778,-71.1336111111111,"GILLNET",537,"11985219051602","JONAH CRAB",2020-05-16 19:11:50,2020-05-16 19:12:50,NA,85,"V12"
1198521905160200,"GNS",20,300,41,0,1,-71,8,1,1,"LOB","",2019-05-15 22:46:00,2019-05-17 15:59:00,"119852",41.0002777777778,-71.1336111111111,"GILLNET",537,"11985219051602","AMERICAN LOBSTER",2020-05-16 19:11:50,2020-05-16 19:12:50,NA,1,"V12"
1198521905160200,"GNS",20,300,41,0,1,-71,8,1,1,"LOB","CHATHAM",2019-05-15 22:46:00,2019-05-17 15:59:00,"119852",41.0002777777778,-71.1336111111111,"GILLNET",537,"11985219051602","AMERICAN LOBSTER",2020-05-16 19:11:50,2020-05-16 19:12:50,22,18,"V12"
1198521905160200,"GNS",20,300,41,0,1,-71,8,1,1,"MONK","CHATHAM",2019-05-15 22:46:00,2019-05-17 15:59:00,"119852",41.0002777777778,-71.1336111111111,"GILLNET",537,"11985219051602","GOOSEFISH",2020-05-16 19:11:50,2020-05-16 19:12:50,9870,1404,"V12"
1198521905160200,"GNS",20,300,41,0,1,-71,8,1,1,"SKWIN","",2019-05-15 22:46:00,2019-05-17 15:59:00,"119852",41.0002777777778,-71.1336111111111,"GILLNET",537,"11985219051602","WINTER SKATE",2020-05-16 19:11:50,2020-05-16 19:12:50,NA,10,"V12"
1198521905160200,"GNS",20,300,41,0,1,-71,8,1,1,"SKBARN","",2019-05-15 22:46:00,2019-05-17 15:59:00,"119852",41.0002777777778,-71.1336111111111,"GILLNET",537,"11985219051602","BARNDOOR SKATE",2020-05-16 19:11:50,2020-05-16 19:12:50,NA,85,"V12"
1198521905160200,"GNS",20,300,41,0,1,-71,8,1,1,"SKWINW","CHATHAM",2019-05-15 22:46:00,2019-05-17 15:59:00,"119852",41.0002777777778,-71.1336111111111,"GILLNET",537,"11985219051602","WINTER SKATE",2020-05-16 19:11:50,2020-05-16 19:12:50,145,NA,"V12"
1198521905160200,"GNS",20,300,41,0,1,-71,8,1,1,"SKBARNW","CHATHAM",2019-05-15 22:46:00,2019-05-17 15:59:00,"119852",41.0002777777778,-71.1336111111111,"GILLNET",537,"11985219051602","BARNDOOR SKATE",2020-05-16 19:11:50,2020-05-16 19:12:50,250,NA,"V12"
1198521905261400,"HND",7,NA,40,6,1,-67,16,1,1,"COD","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2669444444444,"JIG",561,"11985219052614","ATLANTIC COD",2020-05-27 19:07:18,2020-05-27 19:14:34,977,NA,"V12"
1198521905261400,"HND",7,NA,40,6,1,-67,16,1,1,"COD","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2669444444444,"JIG",561,"11985219052614","ATLANTIC COD",2020-05-27 19:07:18,2020-05-27 19:14:34,226,67,"V12"
1198521905261400,"HND",7,NA,40,6,1,-67,16,1,1,"HAL","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2669444444444,"JIG",561,"11985219052614","ATLANTIC HALIBUT",2020-05-27 19:07:18,2020-05-27 19:14:34,45,NA,"V12"
1198521905261400,"HND",7,NA,40,6,1,-67,16,1,1,"HADD","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2669444444444,"JIG",561,"11985219052614","HADDOCK",2020-05-27 19:07:18,2020-05-27 19:14:34,2,NA,"V12"
1198521905261400,"HND",7,NA,40,6,1,-67,16,1,1,"POLL","",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2669444444444,"JIG",561,"11985219052614","POLLOCK",2020-05-27 19:07:18,2020-05-27 19:14:34,NA,2,"V12"
1198521905261400,"GNS",6,300,40,6,1,-67,15,1,1,"COD","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","ATLANTIC COD",2020-05-27 19:14:52,2020-05-27 19:15:29,2710,NA,"V12"
1198521905261400,"GNS",6,300,40,6,1,-67,15,1,1,"COD","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","ATLANTIC COD",2020-05-27 19:14:52,2020-05-27 19:15:29,627,27,"V12"
1198521905261400,"GNS",6,300,40,6,1,-67,15,1,1,"HAL","",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","ATLANTIC HALIBUT",2020-05-27 19:14:52,2020-05-27 19:15:29,NA,50,"V12"
1198521905261400,"GNS",6,300,40,6,1,-67,15,1,1,"LOB","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","AMERICAN LOBSTER",2020-05-27 19:14:52,2020-05-27 19:15:29,8,NA,"V12"
1198521905261400,"GNS",6,300,40,6,1,-67,15,1,1,"CUSK","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","CUSK",2020-05-27 19:14:52,2020-05-27 19:15:29,5,NA,"V12"
1198521905261400,"GNS",6,300,40,6,1,-67,15,1,1,"DGSP","",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","SPINY DOGFISH",2020-05-27 19:14:52,2020-05-27 19:15:29,NA,2750,"V12"
1198521905261400,"GNS",6,300,40,6,1,-67,15,1,1,"FLBB","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","WINTER FLOUNDER",2020-05-27 19:14:52,2020-05-27 19:15:29,38,NA,"V12"
1198521905261400,"GNS",6,300,40,6,1,-67,15,1,1,"HADD","",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","HADDOCK",2020-05-27 19:14:52,2020-05-27 19:15:29,NA,1,"V12"
1198521905261400,"GNS",6,300,40,6,1,-67,15,1,1,"HADD","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","HADDOCK",2020-05-27 19:14:52,2020-05-27 19:15:29,24,1,"V12"
1198521905261400,"GNS",6,300,40,6,1,-67,15,1,1,"MONK","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","GOOSEFISH",2020-05-27 19:14:52,2020-05-27 19:15:29,73,NA,"V12"
1198521905261400,"GNS",6,300,40,6,1,-67,15,1,1,"POLL","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","POLLOCK",2020-05-27 19:14:52,2020-05-27 19:15:29,335,6,"V12"
1198521905261400,"GNS",6,300,40,6,1,-67,15,1,1,"SKWINW","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","WINTER SKATE",2020-05-27 19:14:52,2020-05-27 19:15:29,69,NA,"V12"
1198521905261400,"GNS",6,300,40,6,1,-67,15,1,1,"SKBARNW","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","BARNDOOR SKATE",2020-05-27 19:14:52,2020-05-27 19:15:29,5,NA,"V12"
1198521905261400,"GNS",10,300,40,6,1,-67,15,1,1,"COD","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","ATLANTIC COD",2020-05-28 19:06:43,2020-05-28 19:07:18,202,NA,"V12"
1198521905261400,"GNS",10,300,40,6,1,-67,15,1,1,"COD","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","ATLANTIC COD",2020-05-28 19:06:43,2020-05-28 19:07:18,47,NA,"V12"
1198521905261400,"GNS",10,300,40,6,1,-67,15,1,1,"HAL","",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","ATLANTIC HALIBUT",2020-05-28 19:06:43,2020-05-28 19:07:18,NA,50,"V12"
1198521905261400,"GNS",10,300,40,6,1,-67,15,1,1,"LOB","",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","AMERICAN LOBSTER",2020-05-28 19:06:43,2020-05-28 19:07:18,NA,4,"V12"
1198521905261400,"GNS",10,300,40,6,1,-67,15,1,1,"DGSP","",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","SPINY DOGFISH",2020-05-28 19:06:43,2020-05-28 19:07:18,NA,500,"V12"
1198521905261400,"GNS",10,300,40,6,1,-67,15,1,1,"HADD","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","HADDOCK",2020-05-28 19:06:43,2020-05-28 19:07:18,8,4,"V12"
1198521905261400,"GNS",10,300,40,6,1,-67,15,1,1,"MONK","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","GOOSEFISH",2020-05-28 19:06:43,2020-05-28 19:07:18,40,NA,"V12"
1198521905261400,"GNS",10,300,40,6,1,-67,15,1,1,"POLL","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"GILLNET",561,"11985219052614","POLLOCK",2020-05-28 19:06:43,2020-05-28 19:07:18,20,NA,"V12"
1198521905261400,"HND",6,NA,40,6,1,-67,15,1,1,"COD","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"JIG",561,"11985219052614","ATLANTIC COD",2020-05-28 19:09:03,2020-05-28 19:10:22,40,NA,"V12"
1198521905261400,"HND",6,NA,40,6,1,-67,15,1,1,"COD","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"JIG",561,"11985219052614","ATLANTIC COD",2020-05-28 19:09:03,2020-05-28 19:10:22,9,5,"V12"
1198521905261400,"HND",6,NA,40,6,1,-67,15,1,1,"HAL","",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"JIG",561,"11985219052614","ATLANTIC HALIBUT",2020-05-28 19:09:03,2020-05-28 19:10:22,NA,50,"V12"
1198521905261400,"HND",6,NA,40,6,1,-67,15,1,1,"HADD","CHATHAM",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"JIG",561,"11985219052614","HADDOCK",2020-05-28 19:09:03,2020-05-28 19:10:22,2,NA,"V12"
1198521905261400,"HND",6,NA,40,6,1,-67,15,1,1,"POLL","",2019-05-26 14:04:00,2019-05-28 13:03:00,"119852",40.1002777777778,-67.2502777777778,"JIG",561,"11985219052614","POLLOCK",2020-05-28 19:09:03,2020-05-28 19:10:22,NA,1,"V12"
1198521905311700,"HND",6,NA,40,6,1,-67,14,1,1,"COD","CHATHAM",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"JIG",561,"11985219053117","ATLANTIC COD",2020-06-01 19:06:40,2020-06-01 19:12:23,296,NA,"V12"
1198521905311700,"HND",6,NA,40,6,1,-67,14,1,1,"COD","CHATHAM",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"JIG",561,"11985219053117","ATLANTIC COD",2020-06-01 19:06:40,2020-06-01 19:12:23,179,27,"V12"
1198521905311700,"HND",6,NA,40,6,1,-67,14,1,1,"HAL","CHATHAM",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"JIG",561,"11985219053117","ATLANTIC HALIBUT",2020-06-01 19:06:40,2020-06-01 19:12:23,60,NA,"V12"
1198521905311700,"HND",6,NA,40,6,1,-67,14,1,1,"HADD","CHATHAM",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"JIG",561,"11985219053117","HADDOCK",2020-06-01 19:06:40,2020-06-01 19:12:23,2,NA,"V12"
1198521905311700,"HND",6,NA,40,6,1,-67,14,1,1,"POLL","",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"JIG",561,"11985219053117","POLLOCK",2020-06-01 19:06:40,2020-06-01 19:12:23,NA,2,"V12"
1198521905311700,"GNS",6,300,40,6,1,-67,14,1,1,"COD","CHATHAM",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"GILLNET",561,"11985219053117","ATLANTIC COD",2020-06-01 19:12:35,2020-06-01 19:13:03,626,NA,"V12"
1198521905311700,"GNS",6,300,40,6,1,-67,14,1,1,"COD","CHATHAM",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"GILLNET",561,"11985219053117","ATLANTIC COD",2020-06-01 19:12:35,2020-06-01 19:13:03,379,19,"V12"
1198521905311700,"GNS",6,300,40,6,1,-67,14,1,1,"HAL","",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"GILLNET",561,"11985219053117","ATLANTIC HALIBUT",2020-06-01 19:12:35,2020-06-01 19:13:03,NA,30,"V12"
1198521905311700,"GNS",6,300,40,6,1,-67,14,1,1,"LOB","CHATHAM",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"GILLNET",561,"11985219053117","AMERICAN LOBSTER",2020-06-01 19:12:35,2020-06-01 19:13:03,4,NA,"V12"
1198521905311700,"GNS",6,300,40,6,1,-67,14,1,1,"DGSP","",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"GILLNET",561,"11985219053117","SPINY DOGFISH",2020-06-01 19:12:35,2020-06-01 19:13:03,NA,600,"V12"
1198521905311700,"GNS",6,300,40,6,1,-67,14,1,1,"FLBB","CHATHAM",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"GILLNET",561,"11985219053117","WINTER FLOUNDER",2020-06-01 19:12:35,2020-06-01 19:13:03,25,NA,"V12"
1198521905311700,"GNS",6,300,40,6,1,-67,14,1,1,"HADD","CHATHAM",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"GILLNET",561,"11985219053117","HADDOCK",2020-06-01 19:12:35,2020-06-01 19:13:03,2,NA,"V12"
1198521905311700,"GNS",6,300,40,6,1,-67,14,1,1,"MONK","CHATHAM",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"GILLNET",561,"11985219053117","GOOSEFISH",2020-06-01 19:12:35,2020-06-01 19:13:03,31,NA,"V12"
1198521905311700,"GNS",6,300,40,6,1,-67,14,1,1,"POLL","CHATHAM",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"GILLNET",561,"11985219053117","POLLOCK",2020-06-01 19:12:35,2020-06-01 19:13:03,470,4,"V12"
1198521905311700,"GNS",6,300,40,6,1,-67,14,1,1,"SKWINW","CHATHAM",2019-05-31 13:53:00,2019-06-02 14:29:00,"119852",40.1002777777778,-67.2336111111111,"GILLNET",561,"11985219053117","WINTER SKATE",2020-06-01 19:12:35,2020-06-01 19:13:03,6,NA,"V12"
1198521906171500,"HND",6,NA,40,6,1,-67,12,1,1,"COD","CHATHAM",2019-06-17 11:55:00,2019-06-20 08:07:00,"119852",40.1002777777778,-67.2002777777778,"JIG",561,"11985219061715","ATLANTIC COD",2020-06-18 19:04:54,2020-06-18 19:06:31,236,NA,"V12"
1198521906171500,"HND",6,NA,40,6,1,-67,12,1,1,"COD","CHATHAM",2019-06-17 11:55:00,2019-06-20 08:07:00,"119852",40.1002777777778,-67.2002777777778,"JIG",561,"11985219061715","ATLANTIC COD",2020-06-18 19:04:54,2020-06-18 19:06:31,527,31,"V12"
1198521906171500,"HND",6,NA,40,6,1,-67,12,1,1,"HAL","CHATHAM",2019-06-17 11:55:00,2019-06-20 08:07:00,"119852",40.1002777777778,-67.2002777777778,"JIG",561,"11985219061715","ATLANTIC HALIBUT",2020-06-18 19:04:54,2020-06-18 19:06:31,80,NA,"V12"
1198521906171500,"HND",6,NA,40,6,1,-67,12,1,1,"HADD","CHATHAM",2019-06-17 11:55:00,2019-06-20 08:07:00,"119852",40.1002777777778,-67.2002777777778,"JIG",561,"11985219061715","HADDOCK",2020-06-18 19:04:54,2020-06-18 19:06:31,7,NA,"V12"
1198521906171500,"HND",6,NA,40,6,1,-67,12,1,1,"POLL","CHATHAM",2019-06-17 11:55:00,2019-06-20 08:07:00,"119852",40.1002777777778,-67.2002777777778,"JIG",561,"11985219061715","POLLOCK",2020-06-18 19:04:54,2020-06-18 19:06:31,86,NA,"V12"
1198521906171500,"HND",6,NA,40,6,1,-67,12,1,1,"POLL","CHATHAM",2019-06-17 11:55:00,2019-06-20 08:07:00,"119852",40.1002777777778,-67.2002777777778,"JIG",561,"11985219061715","POLLOCK",2020-06-18 19:04:54,2020-06-18 19:06:31,315,11,"V12"
1198521906171500,"GNS",6,300,40,6,1,-67,12,1,1,"COD","CHATHAM",2019-06-17 11:55:00,2019-06-20 08:07:00,"119852",40.1002777777778,-67.2002777777778,"GILLNET",561,"11985219061715","ATLANTIC COD",2020-06-18 19:11:21,2020-06-18 19:11:53,534,NA,"V12"
1198521906171500,"GNS",6,300,40,6,1,-67,12,1,1,"COD","CHATHAM",2019-06-17 11:55:00,2019-06-20 08:07:00,"119852",40.1002777777778,-67.2002777777778,"GILLNET",561,"11985219061715","ATLANTIC COD",2020-06-18 19:11:21,2020-06-18 19:11:53,1190,5,"V12"
1198521906171500,"GNS",6,300,40,6,1,-67,12,1,1,"LOB","CHATHAM",2019-06-17 11:55:00,2019-06-20 08:07:00,"119852",40.1002777777778,-67.2002777777778,"GILLNET",561,"11985219061715","AMERICAN LOBSTER",2020-06-18 19:11:21,2020-06-18 19:11:53,45,18,"V12"
